Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,NegMorph,tokenized_into
397,unagitated,agitated,un-agitated,un,ALBERT,"['una', 'git', 'ated']",Incorrect,Correct,['agitated'],False,Not segmented,"['un', '-', 'agi', 't', 'ated']",Correct,Correct,sentencepiece,Under-segmented,una
398,unagitated,agitated,un-agitated,un,BERT-base,"['una', 'git', 'ated']",Incorrect,Correct,['agitated'],False,Not segmented,"['un', '-', 'agitated']",Correct,Correct,wordpiece,Under-segmented,una
399,unagitated,agitated,un-agitated,un,ELECTRA-base,"['una', 'git', 'ated']",Incorrect,Correct,['agitated'],False,Not segmented,"['un', '-', 'agitated']",Correct,Correct,wordpiece,Under-segmented,una
404,disagreeable,agreeable,dis-agreeable,dis,XLNet-base,"['disagree', 'able']",Incorrect,Correct,"['agree', 'able']",False,Incorrect,"['dis', '-', 'a', 'gree', 'able']",Correct,Correct,sentencepiece,Under-segmented,disagree
405,disagreeable,agreeable,dis-agreeable,dis,Flan-T5-xxl,"['disagree', 'able']",Incorrect,Correct,"['agree', 'able']",False,Incorrect,"['dis', '-', 'a', 'gre', 'e', 'able']",Correct,Correct,sentencepiece,Under-segmented,disagree
406,disagreeable,agreeable,dis-agreeable,dis,LLama-2-13B,"['disag', 'ree', 'able']",Incorrect,Correct,"['agree', 'able']",False,Incorrect,"['dis', '-', 'ag', 'ree', 'able']",Correct,Correct,sentencepiece,Under-segmented,disag
407,disagreeable,agreeable,dis-agreeable,dis,ALBERT,"['disagree', 'able']",Incorrect,Correct,"['agree', 'able']",False,Incorrect,"['dis', '-', 'ag', 'ree', 'able']",Correct,Correct,sentencepiece,Under-segmented,disagree
408,disagreeable,agreeable,dis-agreeable,dis,BERT-base,"['disagree', 'able']",Incorrect,Correct,"['agree', 'able']",False,Incorrect,"['di', 's', '-', 'agree', 'able']",Incorrect,Incorrect,wordpiece,Under-segmented,disagree
409,disagreeable,agreeable,dis-agreeable,dis,ELECTRA-base,"['disagree', 'able']",Incorrect,Correct,"['agree', 'able']",False,Incorrect,"['di', 's', '-', 'agree', 'able']",Incorrect,Incorrect,wordpiece,Under-segmented,disagree
416,unairworthy,airworthy,un-airworthy,un,LLama-2-13B,"['una', 'ir', 'worth', 'y']",Incorrect,Correct,"['air', 'worth', 'y']",False,Incorrect,"['un', '-', 'air', 'worth', 'y']",Correct,Correct,sentencepiece,Under-segmented,una
418,unairworthy,airworthy,un-airworthy,un,BERT-base,"['una', 'ir', 'worthy']",Incorrect,Correct,"['air', 'worthy']",False,Incorrect,"['un', '-', 'air', 'worthy']",Correct,Correct,wordpiece,Under-segmented,una
419,unairworthy,airworthy,un-airworthy,un,ELECTRA-base,"['una', 'ir', 'worthy']",Incorrect,Correct,"['air', 'worthy']",False,Incorrect,"['un', '-', 'air', 'worthy']",Correct,Correct,wordpiece,Under-segmented,una
420,unalarming,alarming,un-alarming,un,GPT-2,"['unal', 'arming']",Incorrect,Correct,"['al', 'arming']",False,Incorrect,"['un', '-', 'al', 'arming']",Correct,Correct,byte_level_bpe,Under-segmented,unal
422,unalarming,alarming,un-alarming,un,GPT-4,"['unal', 'arming']",Incorrect,Correct,"['al', 'arming']",False,Incorrect,"['un', '-al', 'arming']",Correct,Correct,byte_level_bpe,Under-segmented,unal
423,unalarming,alarming,un-alarming,un,RoBERTa-base,"['unal', 'arming']",Incorrect,Correct,"['al', 'arming']",False,Incorrect,"['un', '-', 'al', 'arming']",Correct,Correct,byte_level_bpe,Under-segmented,unal
428,unalarming,alarming,un-alarming,un,BERT-base,"['una', 'lar', 'ming']",Incorrect,Correct,"['alarm', 'ing']",False,Incorrect,"['un', '-', 'alarm', 'ing']",Correct,Correct,wordpiece,Under-segmented,una
429,unalarming,alarming,un-alarming,un,ELECTRA-base,"['una', 'lar', 'ming']",Incorrect,Correct,"['alarm', 'ing']",False,Incorrect,"['un', '-', 'alarm', 'ing']",Correct,Correct,wordpiece,Under-segmented,una
440,unalert,alert,un-alert,un,GPT-2,"['unal', 'ert']",Incorrect,Correct,['alert'],False,Not segmented,"['un', '-', 'alert']",Correct,Correct,byte_level_bpe,Under-segmented,unal
443,unalert,alert,un-alert,un,RoBERTa-base,"['unal', 'ert']",Incorrect,Correct,['alert'],False,Not segmented,"['un', '-', 'alert']",Correct,Correct,byte_level_bpe,Under-segmented,unal
448,unalert,alert,un-alert,un,BERT-base,"['una', 'ler', 't']",Incorrect,Correct,['alert'],False,Not segmented,"['un', '-', 'alert']",Correct,Correct,wordpiece,Under-segmented,una
449,unalert,alert,un-alert,un,ELECTRA-base,"['una', 'ler', 't']",Incorrect,Correct,['alert'],False,Not segmented,"['un', '-', 'alert']",Correct,Correct,wordpiece,Under-segmented,una
450,inalienable,alienable,in-alienable,in,GPT-2,"['inal', 'ien', 'able']",Incorrect,Correct,"['alien', 'able']",False,Incorrect,"['in', '-', 'alien', 'able']",Correct,Correct,byte_level_bpe,Under-segmented,inal
452,inalienable,alienable,in-alienable,in,GPT-4,"['inal', 'ien', 'able']",Incorrect,Correct,"['alien', 'able']",False,Incorrect,"['in', '-al', 'ien', 'able']",Correct,Correct,byte_level_bpe,Under-segmented,inal
453,inalienable,alienable,in-alienable,in,RoBERTa-base,"['inal', 'ien', 'able']",Incorrect,Correct,"['alien', 'able']",False,Incorrect,"['in', '-', 'alien', 'able']",Correct,Correct,byte_level_bpe,Under-segmented,inal
458,inalienable,alienable,in-alienable,in,BERT-base,"['ina', 'lie', 'nable']",Incorrect,Correct,"['alien', 'able']",False,Incorrect,"['in', '-', 'alien', 'able']",Correct,Correct,wordpiece,Under-segmented,ina
459,inalienable,alienable,in-alienable,in,ELECTRA-base,"['ina', 'lie', 'nable']",Incorrect,Correct,"['alien', 'able']",False,Incorrect,"['in', '-', 'alien', 'able']",Correct,Correct,wordpiece,Under-segmented,ina
470,unalike,alike,un-alike,un,GPT-2,"['unal', 'ike']",Incorrect,Correct,"['al', 'ike']",False,Incorrect,"['un', '-', 'al', 'ike']",Correct,Correct,byte_level_bpe,Under-segmented,unal
472,unalike,alike,un-alike,un,GPT-4,"['unal', 'ike']",Incorrect,Correct,"['al', 'ike']",False,Incorrect,"['un', '-al', 'ike']",Correct,Correct,byte_level_bpe,Under-segmented,unal
473,unalike,alike,un-alike,un,RoBERTa-base,"['unal', 'ike']",Incorrect,Correct,"['al', 'ike']",False,Incorrect,"['un', '-', 'al', 'ike']",Correct,Correct,byte_level_bpe,Under-segmented,unal
474,unalike,alike,un-alike,un,XLNet-base,"['una', 'like']",Incorrect,Correct,['alike'],False,Not segmented,"['un', '-', 'a', 'like']",Correct,Correct,sentencepiece,Under-segmented,una
477,unalike,alike,un-alike,un,ALBERT,"['una', 'like']",Incorrect,Correct,['alike'],False,Not segmented,"['un', '-', 'a', 'like']",Correct,Correct,sentencepiece,Under-segmented,una
478,unalike,alike,un-alike,un,BERT-base,"['una', 'like']",Incorrect,Correct,['alike'],False,Not segmented,"['un', '-', 'alike']",Correct,Correct,wordpiece,Under-segmented,una
479,unalike,alike,un-alike,un,ELECTRA-base,"['una', 'like']",Incorrect,Correct,['alike'],False,Not segmented,"['un', '-', 'alike']",Correct,Correct,wordpiece,Under-segmented,una
486,analphabetic,alphabetic,an-alphabetic,an,LLama-2-13B,"['anal', 'ph', 'ab', 'etic']",Incorrect,Correct,"['al', 'ph', 'ab', 'etic']",True,Incorrect,"['an', '-', 'alph', 'ab', 'etic']",Correct,Correct,sentencepiece,Under-segmented,anal
488,analphabetic,alphabetic,an-alphabetic,an,BERT-base,"['anal', 'pha', 'bet', 'ic']",Incorrect,Correct,"['alphabet', 'ic']",False,Incorrect,"['an', '-', 'alphabet', 'ic']",Correct,Correct,wordpiece,Under-segmented,anal
489,analphabetic,alphabetic,an-alphabetic,an,ELECTRA-base,"['anal', 'pha', 'bet', 'ic']",Incorrect,Correct,"['alphabet', 'ic']",False,Incorrect,"['an', '-', 'alphabet', 'ic']",Correct,Correct,wordpiece,Under-segmented,anal
490,unalterable,alterable,un-alterable,un,GPT-2,"['unal', 'ter', 'able']",Incorrect,Correct,"['alter', 'able']",False,Incorrect,"['un', '-', 'alter', 'able']",Correct,Correct,byte_level_bpe,Under-segmented,unal
492,unalterable,alterable,un-alterable,un,GPT-4,"['unal', 'ter', 'able']",Incorrect,Correct,"['alter', 'able']",False,Incorrect,"['un', '-al', 'ter', 'able']",Correct,Correct,byte_level_bpe,Under-segmented,unal
493,unalterable,alterable,un-alterable,un,RoBERTa-base,"['unal', 'ter', 'able']",Incorrect,Correct,"['alter', 'able']",False,Incorrect,"['un', '-', 'alter', 'able']",Correct,Correct,byte_level_bpe,Under-segmented,unal
498,unalterable,alterable,un-alterable,un,BERT-base,"['una', 'lter', 'able']",Incorrect,Correct,"['alter', 'able']",False,Incorrect,"['un', '-', 'alter', 'able']",Correct,Correct,wordpiece,Under-segmented,una
499,unalterable,alterable,un-alterable,un,ELECTRA-base,"['una', 'lter', 'able']",Incorrect,Correct,"['alter', 'able']",False,Incorrect,"['un', '-', 'alter', 'able']",Correct,Correct,wordpiece,Under-segmented,una
500,unaltered,altered,un-altered,un,GPT-2,"['unal', 'tered']",Incorrect,Correct,"['al', 'tered']",False,Incorrect,"['un', '-', 'al', 'tered']",Correct,Correct,byte_level_bpe,Under-segmented,unal
502,unaltered,altered,un-altered,un,GPT-4,"['unal', 'tered']",Incorrect,Correct,"['al', 'tered']",False,Incorrect,"['un', '-al', 'tered']",Correct,Correct,byte_level_bpe,Under-segmented,unal
503,unaltered,altered,un-altered,un,RoBERTa-base,"['unal', 'tered']",Incorrect,Correct,"['al', 'tered']",False,Incorrect,"['un', '-', 'al', 'tered']",Correct,Correct,byte_level_bpe,Under-segmented,unal
508,unaltered,altered,un-altered,un,BERT-base,"['una', 'lter', 'ed']",Incorrect,Correct,['altered'],False,Not segmented,"['un', '-', 'altered']",Correct,Correct,wordpiece,Under-segmented,una
509,unaltered,altered,un-altered,un,ELECTRA-base,"['una', 'lter', 'ed']",Incorrect,Correct,['altered'],False,Not segmented,"['un', '-', 'altered']",Correct,Correct,wordpiece,Under-segmented,una
518,unambiguous,ambiguous,un-ambiguous,un,BERT-base,"['una', 'mb', 'ig', 'uous']",Incorrect,Correct,['ambiguous'],False,Not segmented,"['un', '-', 'ambiguous']",Correct,Correct,wordpiece,Under-segmented,una
519,unambiguous,ambiguous,un-ambiguous,un,ELECTRA-base,"['una', 'mb', 'ig', 'uous']",Incorrect,Correct,['ambiguous'],False,Not segmented,"['un', '-', 'ambiguous']",Correct,Correct,wordpiece,Under-segmented,una
528,unambitious,ambitious,un-ambitious,un,BERT-base,"['una', 'mbit', 'ious']",Incorrect,Correct,['ambitious'],False,Not segmented,"['un', '-', 'ambitious']",Correct,Correct,wordpiece,Under-segmented,una
529,unambitious,ambitious,un-ambitious,un,ELECTRA-base,"['una', 'mbit', 'ious']",Incorrect,Correct,['ambitious'],False,Not segmented,"['un', '-', 'ambitious']",Correct,Correct,wordpiece,Under-segmented,una
538,unamended,amended,un-amended,un,BERT-base,"['una', 'men', 'ded']",Incorrect,Correct,['amended'],False,Not segmented,"['un', '-', 'amended']",Correct,Correct,wordpiece,Under-segmented,una
539,unamended,amended,un-amended,un,ELECTRA-base,"['una', 'men', 'ded']",Incorrect,Correct,['amended'],False,Not segmented,"['un', '-', 'amended']",Correct,Correct,wordpiece,Under-segmented,una
548,unanalyzed,analyzed,un-analyzed,un,BERT-base,"['una', 'nal', 'y', 'zed']",Incorrect,Correct,['analyzed'],False,Not segmented,"['un', '-', 'analyzed']",Correct,Correct,wordpiece,Under-segmented,una
549,unanalyzed,analyzed,un-analyzed,un,ELECTRA-base,"['una', 'nal', 'y', 'zed']",Incorrect,Correct,['analyzed'],False,Not segmented,"['un', '-', 'analyzed']",Correct,Correct,wordpiece,Under-segmented,una
558,unangry,angry,un-angry,un,BERT-base,"['una', 'ng', 'ry']",Incorrect,Correct,['angry'],False,Not segmented,"['un', '-', 'angry']",Correct,Correct,wordpiece,Under-segmented,una
559,unangry,angry,un-angry,un,ELECTRA-base,"['una', 'ng', 'ry']",Incorrect,Correct,['angry'],False,Not segmented,"['un', '-', 'angry']",Correct,Correct,wordpiece,Under-segmented,una
568,inanimate,animate,in-animate,in,BERT-base,"['ina', 'ni', 'mate']",Incorrect,Correct,"['an', 'imate']",True,Incorrect,"['in', '-', 'an', 'imate']",Correct,Correct,wordpiece,Under-segmented,ina
569,inanimate,animate,in-animate,in,ELECTRA-base,"['ina', 'ni', 'mate']",Incorrect,Correct,"['an', 'imate']",True,Incorrect,"['in', '-', 'an', 'imate']",Correct,Correct,wordpiece,Under-segmented,ina
578,unanimated,animated,un-animated,un,BERT-base,"['una', 'ni', 'mate', 'd']",Incorrect,Correct,['animated'],False,Not segmented,"['un', '-', 'animated']",Correct,Correct,wordpiece,Under-segmented,una
579,unanimated,animated,un-animated,un,ELECTRA-base,"['una', 'ni', 'mate', 'd']",Incorrect,Correct,['animated'],False,Not segmented,"['un', '-', 'animated']",Correct,Correct,wordpiece,Under-segmented,una
580,anticlinal,synclinal,anti-clinal,anti,GPT-2,"['antic', 'l', 'inal']",Incorrect,Correct,"['syn', 'cl', 'inal']",True,Incorrect,"['anti', '-', 'cl', 'inal']",Correct,Correct,byte_level_bpe,Under-segmented,antic
582,anticlinal,synclinal,anti-clinal,anti,GPT-4,"['antic', 'l', 'inal']",Incorrect,Correct,"['syn', 'cl', 'inal']",True,Incorrect,"['anti', '-cl', 'inal']",Correct,Correct,byte_level_bpe,Under-segmented,antic
583,anticlinal,synclinal,anti-clinal,anti,RoBERTa-base,"['antic', 'l', 'inal']",Incorrect,Correct,"['syn', 'cl', 'inal']",True,Incorrect,"['anti', '-', 'cl', 'inal']",Correct,Correct,byte_level_bpe,Under-segmented,antic
586,anticlinal,synclinal,anti-clinal,anti,LLama-2-13B,"['ant', 'ic', 'l', 'inal']",Incorrect,Incorrect,"['syn', 'cl', 'inal']",True,Incorrect,"['anti', '-', 'cl', 'inal']",Correct,Correct,sentencepiece,Over-segmented,ant
598,unapologetic,apologetic,un-apologetic,un,BERT-base,"['una', 'pol', 'oge', 'tic']",Incorrect,Correct,['apologetic'],False,Not segmented,"['un', '-', 'apologetic']",Correct,Correct,wordpiece,Under-segmented,una
599,unapologetic,apologetic,un-apologetic,un,ELECTRA-base,"['una', 'pol', 'oge', 'tic']",Incorrect,Correct,['apologetic'],False,Not segmented,"['un', '-', 'apologetic']",Correct,Correct,wordpiece,Under-segmented,una
608,unappealable,appealable,un-appealable,un,BERT-base,"['una', 'ppe', 'ala', 'ble']",Incorrect,Correct,"['appeal', 'able']",False,Incorrect,"['un', '-', 'appeal', 'able']",Correct,Correct,wordpiece,Under-segmented,una
609,unappealable,appealable,un-appealable,un,ELECTRA-base,"['una', 'ppe', 'ala', 'ble']",Incorrect,Correct,"['appeal', 'able']",False,Incorrect,"['un', '-', 'appeal', 'able']",Correct,Correct,wordpiece,Under-segmented,una
618,unappealing,appealing,un-appealing,un,BERT-base,"['una', 'ppe', 'aling']",Incorrect,Correct,['appealing'],False,Not segmented,"['un', '-', 'appealing']",Correct,Correct,wordpiece,Under-segmented,una
619,unappealing,appealing,un-appealing,un,ELECTRA-base,"['una', 'ppe', 'aling']",Incorrect,Correct,['appealing'],False,Not segmented,"['un', '-', 'appealing']",Correct,Correct,wordpiece,Under-segmented,una
628,unappendaged,appendaged,un-appendaged,un,BERT-base,"['una', 'ppe', 'nda', 'ged']",Incorrect,Correct,"['app', 'end', 'aged']",False,Incorrect,"['un', '-', 'app', 'end', 'aged']",Correct,Correct,wordpiece,Under-segmented,una
629,unappendaged,appendaged,un-appendaged,un,ELECTRA-base,"['una', 'ppe', 'nda', 'ged']",Incorrect,Correct,"['app', 'end', 'aged']",False,Incorrect,"['un', '-', 'app', 'end', 'aged']",Correct,Correct,wordpiece,Under-segmented,una
638,unappetizing,appetizing,un-appetizing,un,BERT-base,"['una', 'ppet', 'izing']",Incorrect,Correct,"['app', 'eti', 'zing']",False,Incorrect,"['un', '-', 'app', 'eti', 'zing']",Correct,Correct,wordpiece,Under-segmented,una
639,unappetizing,appetizing,un-appetizing,un,ELECTRA-base,"['una', 'ppet', 'izing']",Incorrect,Correct,"['app', 'eti', 'zing']",False,Incorrect,"['un', '-', 'app', 'eti', 'zing']",Correct,Correct,wordpiece,Under-segmented,una
648,unapproachable,approachable,un-approachable,un,BERT-base,"['una', 'pp', 'ro', 'ach', 'able']",Incorrect,Correct,"['approach', 'able']",False,Incorrect,"['un', '-', 'approach', 'able']",Correct,Correct,wordpiece,Under-segmented,una
649,unapproachable,approachable,un-approachable,un,ELECTRA-base,"['una', 'pp', 'ro', 'ach', 'able']",Incorrect,Correct,"['approach', 'able']",False,Incorrect,"['un', '-', 'approach', 'able']",Correct,Correct,wordpiece,Under-segmented,una
654,inappropriate,appropriate,in-appropriate,in,XLNet-base,['inappropriate'],Not segmented,Correct,['appropriate'],False,Not segmented,"['in', '-', 'appropriate']",Correct,Correct,sentencepiece,Under-segmented,inappropriate
655,inappropriate,appropriate,in-appropriate,in,Flan-T5-xxl,['inappropriate'],Not segmented,Correct,['appropriate'],False,Not segmented,"['in', '-', 'appropri', 'ate']",Correct,Correct,sentencepiece,Under-segmented,inappropriate
657,inappropriate,appropriate,in-appropriate,in,ALBERT,['inappropriate'],Not segmented,Correct,['appropriate'],False,Not segmented,"['in', '-', 'ap', 'prop', 'ri', 'ate']",Correct,Correct,sentencepiece,Under-segmented,inappropriate
658,inappropriate,appropriate,in-appropriate,in,BERT-base,['inappropriate'],Not segmented,Correct,['appropriate'],False,Not segmented,"['in', '-', 'appropriate']",Correct,Correct,wordpiece,Under-segmented,inappropriate
659,inappropriate,appropriate,in-appropriate,in,ELECTRA-base,['inappropriate'],Not segmented,Correct,['appropriate'],False,Not segmented,"['in', '-', 'appropriate']",Correct,Correct,wordpiece,Under-segmented,inappropriate
698,unargumentative,argumentative,un-argumentative,un,BERT-base,"['una', 'rg', 'umen', 'tative']",Incorrect,Correct,"['argument', 'ative']",False,Incorrect,"['un', '-', 'argument', 'ative']",Correct,Correct,wordpiece,Under-segmented,una
699,unargumentative,argumentative,un-argumentative,un,ELECTRA-base,"['una', 'rg', 'umen', 'tative']",Incorrect,Correct,"['argument', 'ative']",False,Incorrect,"['un', '-', 'argument', 'ative']",Correct,Correct,wordpiece,Under-segmented,una
706,armless,armed,arm-less,less,LLama-2-13B,"['ar', 'ml', 'ess']",Incorrect,Incorrect,['armed'],False,Not segmented,"['arm', '-', 'less']",Correct,Correct,sentencepiece,Over-segmented,ess
714,unarmed,armed,un-armed,un,XLNet-base,['unarmed'],Not segmented,Correct,['armed'],False,Not segmented,"['un', '-', 'armed']",Correct,Correct,sentencepiece,Under-segmented,unarmed
717,unarmed,armed,un-armed,un,ALBERT,['unarmed'],Not segmented,Correct,['armed'],False,Not segmented,"['un', '-', 'armed']",Correct,Correct,sentencepiece,Under-segmented,unarmed
718,unarmed,armed,un-armed,un,BERT-base,['unarmed'],Not segmented,Correct,['armed'],False,Not segmented,"['un', '-', 'armed']",Correct,Correct,wordpiece,Under-segmented,unarmed
719,unarmed,armed,un-armed,un,ELECTRA-base,['unarmed'],Not segmented,Correct,['armed'],False,Not segmented,"['un', '-', 'armed']",Correct,Correct,wordpiece,Under-segmented,unarmed
728,unarmored,armored,un-armored,un,BERT-base,"['una', 'rm', 'ored']",Incorrect,Correct,['armored'],False,Not segmented,"['un', '-', 'armored']",Correct,Correct,wordpiece,Under-segmented,una
729,unarmored,armored,un-armored,un,ELECTRA-base,"['una', 'rm', 'ored']",Incorrect,Correct,['armored'],False,Not segmented,"['un', '-', 'armored']",Correct,Correct,wordpiece,Under-segmented,una
738,disarranged,arranged,dis-arranged,dis,BERT-base,"['di', 'sar', 'rang', 'ed']",Incorrect,Incorrect,['arranged'],False,Not segmented,"['di', 's', '-', 'arranged']",Incorrect,Incorrect,wordpiece,Over-segmented,di
739,disarranged,arranged,dis-arranged,dis,ELECTRA-base,"['di', 'sar', 'rang', 'ed']",Incorrect,Incorrect,['arranged'],False,Not segmented,"['di', 's', '-', 'arranged']",Incorrect,Incorrect,wordpiece,Over-segmented,di
768,inarticulate,articulate,in-articulate,in,BERT-base,"['ina', 'rti', 'cula', 'te']",Incorrect,Correct,"['art', 'iculate']",False,Incorrect,"['in', '-', 'art', 'iculate']",Correct,Correct,wordpiece,Under-segmented,ina
769,inarticulate,articulate,in-articulate,in,ELECTRA-base,"['ina', 'rti', 'cula', 'te']",Incorrect,Correct,"['art', 'iculate']",False,Incorrect,"['in', '-', 'art', 'iculate']",Correct,Correct,wordpiece,Under-segmented,ina
