Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,NegMorph,tokenized_into
13393,dysgenics,eugenics,dys-genics,dys,RoBERTa-base,"['d', 'ys', 'gen', 'ics']",Incorrect,Incorrect,"['e', 'ugen', 'ics']",True,Incorrect,"['d', 'ys', '-', 'gen', 'ics']",Incorrect,Incorrect,byte_level_bpe,Over-segmented,d
13396,dysgenics,eugenics,dys-genics,dys,LLama-2-13B,"['d', 'ys', 'gen', 'ics']",Incorrect,Incorrect,"['e', 'ugen', 'ics']",True,Incorrect,"['d', 'ys', '-', 'gen', 'ics']",Incorrect,Incorrect,sentencepiece,Over-segmented,d
13398,dysgenics,eugenics,dys-genics,dys,BERT-base,"['d', 'ys', 'genic', 's']",Incorrect,Incorrect,"['eugen', 'ics']",False,Incorrect,"['d', 'ys', '-', 'gen', 'ics']",Incorrect,Incorrect,wordpiece,Over-segmented,d
13399,dysgenics,eugenics,dys-genics,dys,ELECTRA-base,"['d', 'ys', 'genic', 's']",Incorrect,Incorrect,"['eugen', 'ics']",False,Incorrect,"['d', 'ys', '-', 'gen', 'ics']",Incorrect,Incorrect,wordpiece,Over-segmented,d
13400,dysphemism,euphemism,dys-phemism,dys,GPT-2,"['d', 'ys', 'p', 'hem', 'ism']",Incorrect,Incorrect,"['e', 'uphem', 'ism']",True,Incorrect,"['d', 'ys', '-', 'p', 'hem', 'ism']",Incorrect,Incorrect,byte_level_bpe,Over-segmented,d
13402,dysphemism,euphemism,dys-phemism,dys,GPT-4,"['d', 'ys', 'phem', 'ism']",Incorrect,Incorrect,"['e', 'up', 'hem', 'ism']",True,Incorrect,"['d', 'ys', '-', 'phem', 'ism']",Incorrect,Incorrect,byte_level_bpe,Over-segmented,d
13403,dysphemism,euphemism,dys-phemism,dys,RoBERTa-base,"['d', 'ys', 'p', 'hem', 'ism']",Incorrect,Incorrect,"['e', 'uphem', 'ism']",True,Incorrect,"['d', 'ys', '-', 'p', 'hem', 'ism']",Incorrect,Incorrect,byte_level_bpe,Over-segmented,d
13406,dysphemism,euphemism,dys-phemism,dys,LLama-2-13B,"['d', 'ys', 'ph', 'em', 'ism']",Incorrect,Incorrect,"['eu', 'ph', 'em', 'ism']",False,Incorrect,"['d', 'ys', '-', 'ph', 'em', 'ism']",Incorrect,Incorrect,sentencepiece,Over-segmented,d
13408,dysphemism,euphemism,dys-phemism,dys,BERT-base,"['d', 'ys', 'ph', 'emi', 'sm']",Incorrect,Incorrect,"['eu', 'ph', 'emi', 'sm']",False,Incorrect,"['d', 'ys', '-', 'ph', 'emi', 'sm']",Incorrect,Incorrect,wordpiece,Over-segmented,d
13409,dysphemism,euphemism,dys-phemism,dys,ELECTRA-base,"['d', 'ys', 'ph', 'emi', 'sm']",Incorrect,Incorrect,"['eu', 'ph', 'emi', 'sm']",False,Incorrect,"['d', 'ys', '-', 'ph', 'emi', 'sm']",Incorrect,Incorrect,wordpiece,Over-segmented,d
13410,dysphoria,euphoria,dys-phoria,dys,GPT-2,"['d', 'ys', 'ph', 'oria']",Incorrect,Incorrect,"['eu', 'ph', 'oria']",False,Incorrect,"['d', 'ys', '-', 'ph', 'oria']",Incorrect,Incorrect,byte_level_bpe,Over-segmented,d
13412,dysphoria,euphoria,dys-phoria,dys,GPT-4,"['d', 'ys', 'ph', 'oria']",Incorrect,Incorrect,"['e', 'up', 'horia']",True,Incorrect,"['d', 'ys', '-ph', 'oria']",Incorrect,Incorrect,byte_level_bpe,Over-segmented,d
13413,dysphoria,euphoria,dys-phoria,dys,RoBERTa-base,"['d', 'ys', 'ph', 'oria']",Incorrect,Incorrect,"['eu', 'ph', 'oria']",False,Incorrect,"['d', 'ys', '-', 'ph', 'oria']",Incorrect,Incorrect,byte_level_bpe,Over-segmented,d
13416,dysphoria,euphoria,dys-phoria,dys,LLama-2-13B,"['d', 'ys', 'ph', 'oria']",Incorrect,Incorrect,"['eu', 'ph', 'oria']",False,Incorrect,"['d', 'ys', '-', 'ph', 'oria']",Incorrect,Incorrect,sentencepiece,Over-segmented,d
13418,dysphoria,euphoria,dys-phoria,dys,BERT-base,"['d', 'ys', 'ph', 'oria']",Incorrect,Incorrect,"['eu', 'ph', 'oria']",False,Incorrect,"['d', 'ys', '-', 'ph', 'oria']",Incorrect,Incorrect,wordpiece,Over-segmented,d
13419,dysphoria,euphoria,dys-phoria,dys,ELECTRA-base,"['d', 'ys', 'ph', 'oria']",Incorrect,Incorrect,"['eu', 'ph', 'oria']",False,Incorrect,"['d', 'ys', '-', 'ph', 'oria']",Incorrect,Incorrect,wordpiece,Over-segmented,d
13420,unevenness,evenness,un-evenness,un,GPT-2,"['une', 'ven', 'ness']",Incorrect,Correct,"['even', 'ness']",False,Incorrect,"['un', '-', 'even', 'ness']",Correct,Correct,byte_level_bpe,Under-segmented,une
13422,unevenness,evenness,un-evenness,un,GPT-4,"['une', 'ven', 'ness']",Incorrect,Correct,"['even', 'ness']",False,Incorrect,"['un', '-even', 'ness']",Correct,Correct,byte_level_bpe,Under-segmented,une
13423,unevenness,evenness,un-evenness,un,RoBERTa-base,"['une', 'ven', 'ness']",Incorrect,Correct,"['even', 'ness']",False,Incorrect,"['un', '-', 'even', 'ness']",Correct,Correct,byte_level_bpe,Under-segmented,une
13424,unevenness,evenness,un-evenness,un,XLNet-base,"['uneven', 'ness']",Incorrect,Correct,"['even', 'ness']",False,Incorrect,"['un', '-', 'even', 'ness']",Correct,Correct,sentencepiece,Under-segmented,uneven
13425,unevenness,evenness,un-evenness,un,Flan-T5-xxl,"['uneven', 'ness']",Incorrect,Correct,"['even', 'ness']",False,Incorrect,"['un', '-', 'even', 'ness']",Correct,Correct,sentencepiece,Under-segmented,uneven
13426,unevenness,evenness,un-evenness,un,LLama-2-13B,"['une', 'ven', 'ness']",Incorrect,Correct,"['even', 'ness']",False,Incorrect,"['un', '-', 'even', 'ness']",Correct,Correct,sentencepiece,Under-segmented,une
13427,unevenness,evenness,un-evenness,un,ALBERT,"['uneven', 'ness']",Incorrect,Correct,"['even', 'ness']",False,Incorrect,"['un', '-', 'even', 'ness']",Correct,Correct,sentencepiece,Under-segmented,uneven
13428,unevenness,evenness,un-evenness,un,BERT-base,"['uneven', 'ness']",Incorrect,Correct,"['even', 'ness']",False,Incorrect,"['un', '-', 'even', 'ness']",Correct,Correct,wordpiece,Under-segmented,uneven
13429,unevenness,evenness,un-evenness,un,ELECTRA-base,"['uneven', 'ness']",Incorrect,Correct,"['even', 'ness']",False,Incorrect,"['un', '-', 'even', 'ness']",Correct,Correct,wordpiece,Under-segmented,uneven
13430,inexactness,exactness,in-exactness,in,GPT-2,"['ine', 'x', 'act', 'ness']",Incorrect,Correct,"['ex', 'act', 'ness']",True,Incorrect,"['in', '-', 'ex', 'act', 'ness']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13433,inexactness,exactness,in-exactness,in,RoBERTa-base,"['ine', 'x', 'act', 'ness']",Incorrect,Correct,"['ex', 'act', 'ness']",True,Incorrect,"['in', '-', 'ex', 'act', 'ness']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13445,unexchangeability,exchangeability,un-exchangeability,un,Flan-T5-xxl,"['une', 'x', 'change', 'ability']",Incorrect,Correct,"['exchange', 'ability']",False,Incorrect,"['un', '-', 'ex', 'change', 'ability']",Correct,Correct,sentencepiece,Under-segmented,une
13448,unexchangeability,exchangeability,un-exchangeability,un,BERT-base,"['une', 'x', 'chang', 'ea', 'bility']",Incorrect,Correct,"['exchange', 'ability']",False,Incorrect,"['un', '-', 'exchange', 'ability']",Correct,Correct,wordpiece,Under-segmented,une
13449,unexchangeability,exchangeability,un-exchangeability,un,ELECTRA-base,"['une', 'x', 'chang', 'ea', 'bility']",Incorrect,Correct,"['exchange', 'ability']",False,Incorrect,"['un', '-', 'exchange', 'ability']",Correct,Correct,wordpiece,Under-segmented,une
13450,nonexistence,existence,non-existence,non,GPT-2,"['none', 'x', 'istence']",Incorrect,Correct,['existence'],False,Not segmented,"['non', '-', 'existence']",Correct,Correct,byte_level_bpe,Under-segmented,none
13453,nonexistence,existence,non-existence,non,RoBERTa-base,"['none', 'x', 'istence']",Incorrect,Correct,['existence'],False,Not segmented,"['non', '-', 'existence']",Correct,Correct,byte_level_bpe,Under-segmented,none
13456,nonexistence,existence,non-existence,non,LLama-2-13B,"['none', 'x', 'istence']",Incorrect,Correct,['existence'],False,Not segmented,"['non', '-', 'ex', 'istence']",Correct,Correct,sentencepiece,Under-segmented,none
13458,nonexistence,existence,non-existence,non,BERT-base,"['none', 'xi', 'sten', 'ce']",Incorrect,Correct,['existence'],False,Not segmented,"['non', '-', 'existence']",Correct,Correct,wordpiece,Under-segmented,none
13459,nonexistence,existence,non-existence,non,ELECTRA-base,"['none', 'xi', 'sten', 'ce']",Incorrect,Correct,['existence'],False,Not segmented,"['non', '-', 'existence']",Correct,Correct,wordpiece,Under-segmented,none
13462,unexpectedness,expectedness,un-expectedness,un,GPT-4,"['unexpected', 'ness']",Incorrect,Correct,"['expected', 'ness']",False,Incorrect,"['un', '-', 'expected', 'ness']",Correct,Correct,byte_level_bpe,Under-segmented,unexpected
13464,unexpectedness,expectedness,un-expectedness,un,XLNet-base,"['unexpected', 'ness']",Incorrect,Correct,"['expected', 'ness']",False,Incorrect,"['un', '-', 'expected', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unexpected
13465,unexpectedness,expectedness,un-expectedness,un,Flan-T5-xxl,"['unexpected', 'ness']",Incorrect,Correct,"['expected', 'ness']",False,Incorrect,"['un', '-', 'expected', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unexpected
13466,unexpectedness,expectedness,un-expectedness,un,LLama-2-13B,"['unexpected', 'ness']",Incorrect,Correct,"['expected', 'ness']",False,Incorrect,"['un', '-', 'expected', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unexpected
13467,unexpectedness,expectedness,un-expectedness,un,ALBERT,"['unexpected', 'ness']",Incorrect,Correct,"['expected', 'ness']",False,Incorrect,"['un', '-', 'exp', 'ect', 'ed', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unexpected
13468,unexpectedness,expectedness,un-expectedness,un,BERT-base,"['unexpected', 'ness']",Incorrect,Correct,"['expected', 'ness']",False,Incorrect,"['un', '-', 'expected', 'ness']",Correct,Correct,wordpiece,Under-segmented,unexpected
13469,unexpectedness,expectedness,un-expectedness,un,ELECTRA-base,"['unexpected', 'ness']",Incorrect,Correct,"['expected', 'ness']",False,Incorrect,"['un', '-', 'expected', 'ness']",Correct,Correct,wordpiece,Under-segmented,unexpected
13470,inexpedience,expedience,in-expedience,in,GPT-2,"['ine', 'x', 'ped', 'ience']",Incorrect,Correct,"['ex', 'ped', 'ience']",True,Incorrect,"['in', '-', 'ex', 'ped', 'ience']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13473,inexpedience,expedience,in-expedience,in,RoBERTa-base,"['ine', 'x', 'ped', 'ience']",Incorrect,Correct,"['ex', 'ped', 'ience']",True,Incorrect,"['in', '-', 'ex', 'ped', 'ience']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13480,inexpediency,expediency,in-expediency,in,GPT-2,"['ine', 'x', 'ped', 'iency']",Incorrect,Correct,"['ex', 'ped', 'iency']",True,Incorrect,"['in', '-', 'ex', 'ped', 'iency']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13483,inexpediency,expediency,in-expediency,in,RoBERTa-base,"['ine', 'x', 'ped', 'iency']",Incorrect,Correct,"['ex', 'ped', 'iency']",True,Incorrect,"['in', '-', 'ex', 'ped', 'iency']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13490,inexpensiveness,expensiveness,in-expensiveness,in,GPT-2,"['ine', 'xp', 'ens', 'iveness']",Incorrect,Correct,"['exp', 'ens', 'iveness']",False,Incorrect,"['in', '-', 'exp', 'ens', 'iveness']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13493,inexpensiveness,expensiveness,in-expensiveness,in,RoBERTa-base,"['ine', 'xp', 'ens', 'iveness']",Incorrect,Correct,"['exp', 'ens', 'iveness']",False,Incorrect,"['in', '-', 'exp', 'ens', 'iveness']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13494,inexpensiveness,expensiveness,in-expensiveness,in,XLNet-base,"['inexpensive', 'ness']",Incorrect,Correct,"['expensive', 'ness']",False,Incorrect,"['in', '-', 'expensive', 'ness']",Correct,Correct,sentencepiece,Under-segmented,inexpensive
13495,inexpensiveness,expensiveness,in-expensiveness,in,Flan-T5-xxl,"['inexpensive', 'ness']",Incorrect,Correct,"['expensive', 'ness']",False,Incorrect,"['in', '-', 'ex', 'pens', 'ive', 'ness']",Correct,Correct,sentencepiece,Under-segmented,inexpensive
13497,inexpensiveness,expensiveness,in-expensiveness,in,ALBERT,"['inexpensive', 'ness']",Incorrect,Correct,"['expensive', 'ness']",False,Incorrect,"['in', '-', 'exp', 'ens', 'ive', 'ness']",Correct,Correct,sentencepiece,Under-segmented,inexpensive
13498,inexpensiveness,expensiveness,in-expensiveness,in,BERT-base,"['inexpensive', 'ness']",Incorrect,Correct,"['expensive', 'ness']",False,Incorrect,"['in', '-', 'expensive', 'ness']",Correct,Correct,wordpiece,Under-segmented,inexpensive
13499,inexpensiveness,expensiveness,in-expensiveness,in,ELECTRA-base,"['inexpensive', 'ness']",Incorrect,Correct,"['expensive', 'ness']",False,Incorrect,"['in', '-', 'expensive', 'ness']",Correct,Correct,wordpiece,Under-segmented,inexpensive
13500,inexperience,experience,in-experience,in,GPT-2,"['ine', 'x', 'per', 'ience']",Incorrect,Correct,"['exper', 'ience']",False,Incorrect,"['in', '-', 'exper', 'ience']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13503,inexperience,experience,in-experience,in,RoBERTa-base,"['ine', 'x', 'per', 'ience']",Incorrect,Correct,"['exper', 'ience']",False,Incorrect,"['in', '-', 'exper', 'ience']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13510,inexplicitness,explicitness,in-explicitness,in,GPT-2,"['ine', 'x', 'pl', 'icit', 'ness']",Incorrect,Correct,"['expl', 'icit', 'ness']",False,Incorrect,"['in', '-', 'expl', 'icit', 'ness']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13513,inexplicitness,explicitness,in-explicitness,in,RoBERTa-base,"['ine', 'x', 'pl', 'icit', 'ness']",Incorrect,Correct,"['expl', 'icit', 'ness']",False,Incorrect,"['in', '-', 'expl', 'icit', 'ness']",Correct,Correct,byte_level_bpe,Under-segmented,ine
13534,unfairness,fairness,un-fairness,un,XLNet-base,"['unfair', 'ness']",Incorrect,Correct,['fairness'],False,Not segmented,"['un', '-', 'fair', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unfair
13535,unfairness,fairness,un-fairness,un,Flan-T5-xxl,"['unfair', 'ness']",Incorrect,Correct,"['fair', 'ness']",False,Incorrect,"['un', '-', 'fair', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unfair
13536,unfairness,fairness,un-fairness,un,LLama-2-13B,"['unf', 'air', 'ness']",Incorrect,Correct,"['fair', 'ness']",False,Incorrect,"['un', '-', 'f', 'air', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unf
13537,unfairness,fairness,un-fairness,un,ALBERT,"['unfair', 'ness']",Incorrect,Correct,"['fair', 'ness']",False,Incorrect,"['un', '-', 'fair', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unfair
13538,unfairness,fairness,un-fairness,un,BERT-base,"['unfair', 'ness']",Incorrect,Correct,['fairness'],False,Not segmented,"['un', '-', 'fairness']",Correct,Correct,wordpiece,Under-segmented,unfair
13539,unfairness,fairness,un-fairness,un,ELECTRA-base,"['unfair', 'ness']",Incorrect,Correct,['fairness'],False,Not segmented,"['un', '-', 'fairness']",Correct,Correct,wordpiece,Under-segmented,unfair
13550,infamy,fame,in-famy,in,GPT-2,"['inf', 'amy']",Incorrect,Correct,"['f', 'ame']",False,Incorrect,"['in', '-', 'f', 'amy']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13552,infamy,fame,in-famy,in,GPT-4,"['inf', 'amy']",Incorrect,Correct,"['f', 'ame']",False,Incorrect,"['in', '-f', 'amy']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13553,infamy,fame,in-famy,in,RoBERTa-base,"['inf', 'amy']",Incorrect,Correct,"['f', 'ame']",False,Incorrect,"['in', '-', 'f', 'amy']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13556,infamy,fame,in-famy,in,LLama-2-13B,"['inf', 'amy']",Incorrect,Correct,['fame'],False,Not segmented,"['in', '-', 'f', 'amy']",Correct,Correct,sentencepiece,Under-segmented,inf
13564,unfamiliarity,familiarity,un-familiarity,un,XLNet-base,"['unfamiliar', 'ity']",Incorrect,Correct,['familiarity'],False,Not segmented,"['un', '-', 'fa', 'mili', 'ar', 'ity']",Correct,Correct,sentencepiece,Under-segmented,unfamiliar
13565,unfamiliarity,familiarity,un-familiarity,un,Flan-T5-xxl,"['unfamiliar', 'ity']",Incorrect,Correct,"['familiar', 'ity']",False,Incorrect,"['un', '-', 'f', 'a', 'mili', 'ar', 'ity']",Correct,Correct,sentencepiece,Under-segmented,unfamiliar
13567,unfamiliarity,familiarity,un-familiarity,un,ALBERT,"['unfamiliar', 'ity']",Incorrect,Correct,['familiarity'],False,Not segmented,"['un', '-', 'fa', 'm', 'ilia', 'r', 'ity']",Correct,Correct,sentencepiece,Under-segmented,unfamiliar
13568,unfamiliarity,familiarity,un-familiarity,un,BERT-base,"['unfamiliar', 'ity']",Incorrect,Correct,['familiarity'],False,Not segmented,"['un', '-', 'familiarity']",Correct,Correct,wordpiece,Under-segmented,unfamiliar
13569,unfamiliarity,familiarity,un-familiarity,un,ELECTRA-base,"['unfamiliar', 'ity']",Incorrect,Correct,['familiarity'],False,Not segmented,"['un', '-', 'familiarity']",Correct,Correct,wordpiece,Under-segmented,unfamiliar
13574,unfavorableness,favorableness,un-favorableness,un,XLNet-base,"['unfavorable', 'ness']",Incorrect,Correct,"['favorable', 'ness']",False,Incorrect,"['un', '-', 'fa', 'vor', 'able', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unfavorable
13576,unfavorableness,favorableness,un-favorableness,un,LLama-2-13B,"['unf', 'avor', 'ab', 'len', 'ess']",Incorrect,Correct,"['favor', 'ab', 'len', 'ess']",True,Incorrect,"['un', '-', 'f', 'avor', 'ab', 'len', 'ess']",Correct,Correct,sentencepiece,Under-segmented,unf
13577,unfavorableness,favorableness,un-favorableness,un,ALBERT,"['unfavorable', 'ness']",Incorrect,Correct,"['favorable', 'ness']",False,Incorrect,"['un', '-', 'fa', 'vor', 'able', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unfavorable
13580,fearlessness,fearfulness,fear-lessness,less,GPT-2,"['f', 'ear', 'lessness']",Incorrect,Correct,"['f', 'ear', 'fulness']",False,Incorrect,"['f', 'ear', '-', 'lessness']",Incorrect,Correct,byte_level_bpe,Under-segmented,lessness
13582,fearlessness,fearfulness,fear-lessness,less,GPT-4,"['f', 'ear', 'lessness']",Incorrect,Correct,"['f', 'ear', 'fulness']",False,Incorrect,"['f', 'ear', '-', 'lessness']",Incorrect,Correct,byte_level_bpe,Under-segmented,lessness
13583,fearlessness,fearfulness,fear-lessness,less,RoBERTa-base,"['f', 'ear', 'lessness']",Incorrect,Correct,"['f', 'ear', 'fulness']",False,Incorrect,"['f', 'ear', '-', 'lessness']",Incorrect,Correct,byte_level_bpe,Under-segmented,lessness
13584,fearlessness,fearfulness,fear-lessness,less,XLNet-base,"['fear', 'lessness']",Incorrect,Correct,"['fearful', 'ness']",False,Incorrect,"['fear', '-', 'lessness']",Incorrect,Correct,sentencepiece,Under-segmented,lessness
13585,fearlessness,fearfulness,fear-lessness,less,Flan-T5-xxl,"['fear', 'lessness']",Incorrect,Correct,"['fear', 'fulness']",False,Incorrect,"['fear', '-', 'lessness']",Incorrect,Correct,sentencepiece,Under-segmented,lessness
13587,fearlessness,fearfulness,fear-lessness,less,ALBERT,"['fearless', 'ness']",Incorrect,Correct,"['fearful', 'ness']",False,Incorrect,"['fear', '-', 'lessness']",Incorrect,Correct,sentencepiece,Under-segmented,fearless
13588,fearlessness,fearfulness,fear-lessness,less,BERT-base,"['fearless', 'ness']",Incorrect,Correct,"['fearful', 'ness']",False,Incorrect,"['fear', '-', 'less', 'ness']",Correct,Correct,wordpiece,Under-segmented,fearless
13589,fearlessness,fearfulness,fear-lessness,less,ELECTRA-base,"['fearless', 'ness']",Incorrect,Correct,"['fearful', 'ness']",False,Incorrect,"['fear', '-', 'less', 'ness']",Correct,Correct,wordpiece,Under-segmented,fearless
13600,infelicity,felicity,in-felicity,in,GPT-2,"['inf', 'el', 'icity']",Incorrect,Correct,"['f', 'el', 'icity']",False,Incorrect,"['in', '-', 'f', 'el', 'icity']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13602,infelicity,felicity,in-felicity,in,GPT-4,"['inf', 'elic', 'ity']",Incorrect,Correct,"['f', 'elic', 'ity']",False,Incorrect,"['in', '-f', 'elic', 'ity']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13603,infelicity,felicity,in-felicity,in,RoBERTa-base,"['inf', 'el', 'icity']",Incorrect,Correct,"['f', 'el', 'icity']",False,Incorrect,"['in', '-', 'f', 'el', 'icity']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13606,infelicity,felicity,in-felicity,in,LLama-2-13B,"['inf', 'el', 'icity']",Incorrect,Correct,"['fel', 'icity']",False,Incorrect,"['in', '-', 'fel', 'icity']",Correct,Correct,sentencepiece,Under-segmented,inf
13610,infidelity,fidelity,in-fidelity,in,GPT-2,"['inf', 'idelity']",Incorrect,Correct,"['f', 'idelity']",False,Incorrect,"['in', '-', 'f', 'idelity']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13612,infidelity,fidelity,in-fidelity,in,GPT-4,"['inf', 'idelity']",Incorrect,Correct,"['f', 'idelity']",False,Incorrect,"['in', '-f', 'idelity']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13613,infidelity,fidelity,in-fidelity,in,RoBERTa-base,"['inf', 'idelity']",Incorrect,Correct,"['f', 'idelity']",False,Incorrect,"['in', '-', 'f', 'idelity']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13616,infidelity,fidelity,in-fidelity,in,LLama-2-13B,"['inf', 'idel', 'ity']",Incorrect,Correct,"['f', 'idel', 'ity']",False,Incorrect,"['in', '-', 'f', 'idel', 'ity']",Correct,Correct,sentencepiece,Under-segmented,inf
13617,infidelity,fidelity,in-fidelity,in,ALBERT,"['infidel', 'ity']",Incorrect,Correct,['fidelity'],False,Not segmented,"['in', '-', 'fi', 'del', 'ity']",Correct,Correct,sentencepiece,Under-segmented,infidel
13624,unfitness,fitness,un-fitness,un,XLNet-base,"['unfit', 'ness']",Incorrect,Correct,['fitness'],False,Not segmented,"['un', '-', 'fit', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unfit
13627,unfitness,fitness,un-fitness,un,ALBERT,"['unfit', 'ness']",Incorrect,Correct,['fitness'],False,Not segmented,"['un', '-', 'fit', 'ness']",Correct,Correct,sentencepiece,Under-segmented,unfit
13628,unfitness,fitness,un-fitness,un,BERT-base,"['unfit', 'ness']",Incorrect,Correct,['fitness'],False,Not segmented,"['un', '-', 'fitness']",Correct,Correct,wordpiece,Under-segmented,unfit
13629,unfitness,fitness,un-fitness,un,ELECTRA-base,"['unfit', 'ness']",Incorrect,Correct,['fitness'],False,Not segmented,"['un', '-', 'fitness']",Correct,Correct,wordpiece,Under-segmented,unfit
13630,inflexibility,flexibility,in-flexibility,in,GPT-2,"['inf', 'lex', 'ibility']",Incorrect,Correct,"['flex', 'ibility']",False,Incorrect,"['in', '-', 'flex', 'ibility']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13633,inflexibility,flexibility,in-flexibility,in,RoBERTa-base,"['inf', 'lex', 'ibility']",Incorrect,Correct,"['flex', 'ibility']",False,Incorrect,"['in', '-', 'flex', 'ibility']",Correct,Correct,byte_level_bpe,Under-segmented,inf
13636,inflexibility,flexibility,in-flexibility,in,LLama-2-13B,"['inf', 'lex', 'ibility']",Incorrect,Correct,"['flex', 'ibility']",False,Incorrect,"['in', '-', 'flex', 'ibility']",Correct,Correct,sentencepiece,Under-segmented,inf
13640,disfluency,fluency,dis-fluency,dis,GPT-2,"['d', 'isf', 'lu', 'ency']",Incorrect,Incorrect,"['flu', 'ency']",False,Incorrect,"['dis', '-', 'flu', 'ency']",Correct,Correct,byte_level_bpe,Over-segmented,d
13643,disfluency,fluency,dis-fluency,dis,RoBERTa-base,"['d', 'isf', 'lu', 'ency']",Incorrect,Incorrect,"['flu', 'ency']",False,Incorrect,"['dis', '-', 'flu', 'ency']",Correct,Correct,byte_level_bpe,Over-segmented,d
13648,disfluency,fluency,dis-fluency,dis,BERT-base,"['di', 'sf', 'lu', 'ency']",Incorrect,Incorrect,"['flu', 'ency']",False,Incorrect,"['di', 's', '-', 'flu', 'ency']",Incorrect,Incorrect,wordpiece,Over-segmented,di
13649,disfluency,fluency,dis-fluency,dis,ELECTRA-base,"['di', 'sf', 'lu', 'ency']",Incorrect,Incorrect,"['flu', 'ency']",False,Incorrect,"['di', 's', '-', 'flu', 'ency']",Incorrect,Incorrect,wordpiece,Over-segmented,di
13652,informality,formality,in-formality,in,GPT-4,"['inform', 'ality']",Incorrect,Correct,"['form', 'ality']",False,Incorrect,"['in', '-form', 'ality']",Correct,Correct,byte_level_bpe,Under-segmented,inform
13654,informality,formality,in-formality,in,XLNet-base,"['informal', 'ity']",Incorrect,Correct,"['formal', 'ity']",False,Incorrect,"['in', '-', 'form', 'ality']",Correct,Correct,sentencepiece,Under-segmented,informal
13655,informality,formality,in-formality,in,Flan-T5-xxl,"['informal', 'ity']",Incorrect,Correct,"['formal', 'ity']",False,Incorrect,"['in', '-', 'form', 'ality']",Correct,Correct,sentencepiece,Under-segmented,informal
13656,informality,formality,in-formality,in,LLama-2-13B,"['inform', 'ality']",Incorrect,Correct,"['form', 'ality']",False,Incorrect,"['in', '-', 'form', 'ality']",Correct,Correct,sentencepiece,Under-segmented,inform
13657,informality,formality,in-formality,in,ALBERT,"['informal', 'ity']",Incorrect,Correct,"['formal', 'ity']",False,Incorrect,"['in', '-', 'form', 'ality']",Correct,Correct,sentencepiece,Under-segmented,informal
13658,informality,formality,in-formality,in,BERT-base,"['informal', 'ity']",Incorrect,Correct,"['formal', 'ity']",False,Incorrect,"['in', '-', 'formal', 'ity']",Correct,Correct,wordpiece,Under-segmented,informal
13659,informality,formality,in-formality,in,ELECTRA-base,"['informal', 'ity']",Incorrect,Correct,"['formal', 'ity']",False,Incorrect,"['in', '-', 'formal', 'ity']",Correct,Correct,wordpiece,Under-segmented,informal
13670,fruitlessness,fruitfulness,fruit-lessness,less,GPT-2,"['fruit', 'lessness']",Incorrect,Correct,"['fruit', 'fulness']",False,Incorrect,"['fruit', '-', 'lessness']",Incorrect,Correct,byte_level_bpe,Under-segmented,lessness
13672,fruitlessness,fruitfulness,fruit-lessness,less,GPT-4,"['fruit', 'lessness']",Incorrect,Correct,"['fruit', 'fulness']",False,Incorrect,"['fruit', '-', 'lessness']",Incorrect,Correct,byte_level_bpe,Under-segmented,lessness
13673,fruitlessness,fruitfulness,fruit-lessness,less,RoBERTa-base,"['fruit', 'lessness']",Incorrect,Correct,"['fruit', 'fulness']",False,Incorrect,"['fruit', '-', 'lessness']",Incorrect,Correct,byte_level_bpe,Under-segmented,lessness
